location_name,blockgroup_id,distance
On N Overhill Ave From W Birchwood Ave To W Howard St,'170310901004',0.201274915
On N Troy St From W Devon Ave To W Arthur Ave,'170310207021',0.202842122
On N Troy St From W Devon Ave To W Arthur Ave,'170310203012',0.000797997
On N Washtenaw Ave From W Carmen Ave To W Winona St,'170310402012',0.08574744
On S Aberdeen St From W 107th St To W 107th Pl,'170317501002',0.102987565
On S Ashland Ave From W 108th Pl To W 109th Pl,'170317502001',0.143268787
On S Ashland Ave From W 108th Pl To W 109th Pl,'170317501003',0.086902592
On N Leclaire Ave From W Diversey Ave To W Oakdale Ave,'170311902004',0.201547933
On N Leclaire Ave From W Diversey Ave To W Oakdale Ave,'170311902003',0.104865993
On S Damen Ave From W 83rd St To W 82nd St,'170317112004',0.202528736
On S Eggleston Ave From W 105th St To W 104th St,'170314911001',0.198672295
On S Green St From W 107th St To W 106th St,'170317501001',0.000432323
On S Green St From W 107th St To W 106th St,'170317307001',0.201327237
On S Hamlin Blvd From W Wilcox St To W Monroe St,'170312705001',0.075352031
On S Hamlin Blvd From W Wilcox St To W Monroe St,'170312608001',0.02369135
On S Hoyne Ave From W 71st Pl To W 73rd St,'170316720004',0.30334218
On S Hoyne Ave From W 73rd St To W 72nd Pl,'170316720004',0.099691224
On S Karlov Ave From W Polk St To W Lexington St,'170312610002',0.099116253
On S Kildare Ave From W Harrison St To W Flournoy St,'170312606002',8.84E-05
On S Kildare Ave From W Harrison St To W Flournoy St,'170312610001',0.099274163
On S Mason Ave From W Arthington St To W Roosevelt Rd,'170318314002',0.404974802
On S Princeton Ave From W 59th Pl To W 60th Pl,'170318346003',0.202460652
On S Central Park Ave From W 75th St To W 78th St,'170317001001',0.601885473
On W 78th Pl From S Kedvale Ave To S Karlov Ave,'170317002004',0.04840097
On W 73rd St From S Whipple St To S Kedzie Ave,'170316611003',0.291843543
On W 58th St From S Peoria St To S Sangamon St,'170318347002',0.098750852
On W 58th Pl From S Hamlin Ave To S Central Park Ave,'170316204002',0.382912731
On W 106th St From S Green St To S Peoria St,'170317307001',0.100712876
On W 52nd St From S Kedzie Ave To S Troy St,'170316303001',0.000146455
On W 52nd St From S Kedzie Ave To S Troy St,'170316304004',0.099755343
On W 52nd St From S Albany Ave To S Whipple St,'170316304004',0.100736664
On W 18th St From S Wentworth Ave To S Clark St,'170318411001',0.032019341
On W 18th St From S Wentworth Ave To S Clark St,'170313302002',0.106449914
On W 107th St From S Morgan St To S Racine Ave,'170317501002',0.404196072
On W 52nd St From S Troy St To S Albany Ave,'170316304004',0.103291377
On W 81st Pl From S Kostner Ave To S Kenneth Ave,'170317003013',0.180357521
On W Wilcox St From S Hamlin Blvd To S Springfield Ave,'170312705001',0.011502889
On W Wilcox St From S Hamlin Blvd To S Springfield Ave,'170312608001',0.197709253
On W Ardmore Ave From N Austin Ave To N Melvina Ave,'170311001003',0.354795066
On W Ardmore Ave From N Austin Ave To N Melvina Ave,'170311001002',0.044700388
On W Argyle St From N Mozart St To N Francisco Ave,'170310403003',0.100388775
On W Arthur Ave From N Troy St To N Albany Ave,'170310203012',0.065826958
On W Arthur Ave From N Troy St To N Albany Ave,'170310206012',0.034827487
On W Barry Ave From N Springfield Ave To N Davlin Ct,'170312105012',0.107200315
On W Jackson Blvd From S California Ave To S Francisco Ave,'170318370001',0.203692926
On W Madison St From N Waller Ave To N Mason Ave,'170312520002',0.139152961
On W Madison St From N Waller Ave To N Mason Ave,'170312520003',0.283928811
On W Palmer St From N Cicero Ave To N Kilpatrick Ave,'170311911001',0.005836944
On W Palmer St From N Cicero Ave To N Kilpatrick Ave,'170311910001',0.203588946
On W Peterson Ave From N Harlem Ave To N Oconto Ave,'170311003006',0.112395412
On W Peterson Ave From N Harlem Ave To N Oconto Ave,'170311003002',0.00569411
On W Railroad Ave From S Mason Ave To S Austin Blvd,'170318314002',0.09237714
On W Roscoe St From N Greenview Ave To N Janssen Ave,'170310624001',0.016209871
On W Roscoe St From N Greenview Ave To N Janssen Ave,'170318319001',0.084603034
On S St. Louis Ave. From W 81st Pl To W Columbus Ave,'170317004011',0.015345819
On W 81st St From S Kilpatrick Ave To S Keating Ave,'170317003013',0.07050181
On S St Louis Ave From W 77th St To W 78th St,'170317001001',0.20209112
On S Clark St From W 18th St To W 19th St,'170313302002',0.124253029
On S Clark St From W 18th St To W 19th St,'170318411001',0.007305381
On S Princeton Ave From W 59th Pl To W 60th St,'170318346003',0.098808603
On E 61st St From S Langley Ave To S Rhodes Ave,'170314205001',0.198783541
On E 61st St From S Langley Ave To S Rhodes Ave,'170314206002',0.098712507
On E 88th St From S Euclid Ave To S Bennett Ave,'170314801002',0.102227924
On N Bernard St From W Belmont Ave To W Barry Ave,'170318311001',0.000703756
On N Bernard St From W Belmont Ave To W Barry Ave,'170312106013',0.199427308
On N Clybourn Ave From W Webster Ave To N Greenview Ave,'170318325001',0.153654272
On N Davlin Ct From W Barry Ave To W Wellington Ave,'170312105012',0.170869904
On N Greenview Ave From W Belmont Ave To W Henderson St,'170310624001',0.305174236
On N Harding Ave From W Barry Ave To W Belmont Ave,'170312105012',0.199134982
On N Harding Ave From W Barry Ave To W Belmont Ave,'170318311003',0.002559877
On N Oconto Ave From W Peterson Ave To W Thorndale Ave,'170311003002',0.241624491
On N Springfield Ave From W Belmont Ave To W Barry Ave,'170318311003',0.002000059
On N Springfield Ave From W Belmont Ave To W Barry Ave,'170312105012',0.222186236
On N Washtenaw Ave From W Argyle St To W Winnemac Ave,'170310402014',0.10160277
On N Washtenaw Ave From W Argyle St To W Winnemac Ave,'170310402012',0.002582445
On S Racine Ave From W 108th St To W 110th St,'170317501004',0.399294006
On N Washtenaw Ave From W Winona St To W Argyle St,'170310402012',0.18712802
On N Washtenaw Ave From W Winona St To W Argyle St,'170310402014',0.101552703
On S Carpenter St From W 64th St To W 65th St,'170316810004',0.200510818
On S Constance Ave From E 88th St To E 90th St,'170314801002',0.205968311
On S Constance Ave From E 88th St To E 90th St,'170314804007',0.201397507
On S Davol St From W Monterey Ave To W Waseca Pl,'170317505003',0.104760471
On S Eggleston Ave From W 105th St To W 106th St,'170314911001',0.204601379
On S Hamlin Ave From W 66th St To W Marquette Rd,'170316503022',0.19931612
On S Hamlin Ave From W 66th St To W Marquette Rd,'170316504005',0.001651197
On S Hermitage Ave From W 47th St To W 46th St,'170316104001',0.199564124
On S Hoyne Ave From W 72nd St To W 71st Pl,'170316720004',0.098877792
On S Karlov Ave From W Arthington St To W Polk St,'170312610002',0.103078972
On S Kenneth Ave From W 81st Pl To W 81st St,'170317003013',0.045836627
On S Lawndale Ave From W 64th Pl To W 66th St,'170316503022',0.303958114
On S Perry Ave From W Marquette Rd To W 68th St,'170316903001',0.201808933
On S Ashland Ave From S Church St To W 109th St,'170317502001',0.030350447
On S Ashland Ave From S Church St To W 109th St,'170317501003',0.033202965
3500-3520 N Reta Ave,'170318320001',0.062612064
1656-1756 W Carmen Ave,'170310310001',0.006330467
On S Avenue J From E 104th St To E 103rd St,'170315204004',0.203709664
On W 77th St From S Union Ave To S Lowe Ave,'170317101001',0.100918063
On S Halsted St From W 78th St To W 79th St,'170317102001',0.001334589
On S Halsted St From W 78th St To W 79th St,'170317108001',0.200966844
On S Green Bay Ave From E 103rd St To E 106th St,'170315202002',4.99E-06
On S Green Bay Ave From E 103rd St To E 106th St,'170315203001',0.401305679
On S Green Bay Ave From E 103rd St To E 106th St,'170315203002',0.203368559
On W 62nd St From S Ashland Ave To S Laflin St,'170316708002',0.195734371
On S Ada St From W 79th St To W 77th St,'170317107001',0.203148329
On S Ada St From W 79th St To W 77th St,'170317102005',0.200976327
On W 77th St From S Loomis Blvd To S Bishop St,'170317103001',0.133985209
On W 77th St From S Ada St To S Throop St,'170317102005',0.134387225
On E Oakwood Blvd From S Langley Ave To S Vincennes Ave,'170313801001',0.256336549
On S Langley Ave From E 40th St To E Oakwood Blvd,'170313801001',0.140906102
On W Montrose Ave From N Narragansett Ave To N Austin Ave,'170311505022',0.100309883
On W Montrose Ave From N Narragansett Ave To N Austin Ave,'170311701001',0.00165475
On W Montrose Ave From N Narragansett Ave To N Austin Ave,'170311505013',0.303093713
On W Montrose Ave From N Narragansett Ave To N Austin Ave,'170311505021',0.405145262
On S Natoma Ave From W 57th St To W 56th St,'170315610002',0.205906256
On W 56th St From S Nottingham Ave To S New England Ave,'170315610006',0.104024827
On W 56th St From S Nottingham Ave To S New England Ave,'170315610004',0.003489946
On W 56th St From S Nottingham Ave To S New England Ave,'170315610005',0.307415543
On W 56th St From S Natoma Ave To S Neva Ave,'170315610003',0.303674051
On W 56th St From S Natoma Ave To S Neva Ave,'170315610002',0.003297676
On W 56th St From S Natoma Ave To S Neva Ave,'170315610006',0.210335915
On W 56th St From S Natoma Ave To S Neva Ave,'170315610004',0.202505013
On W 56th St From S Natoma Ave To S Neva Ave,'170315610005',0.307406007
On W 57th St From S Nashville Ave To S Natoma Ave,'170315610002',0.103755178
On N Narragansett Ave From W Roscoe St To W Addison St,'170311711003',0.407784843
On N Narragansett Ave From W Roscoe St To W Addison St,'170311702002',0.001868907
On W Cornelia Ave From N Nagle Ave To N Narragansett Ave,'170311710001',0.097395942
On W Cornelia Ave From N Nagle Ave To N Narragansett Ave,'170311711003',0.002441807
On N Octavia Ave From W Jarvis Ave To W Birchwood Ave,'170310901001',0.199794543
On N Overhill Ave From W Sherwin Ave To W Birchwood Ave,'170310901003',0.101224175
On N Overhill Ave From W Sherwin Ave To W Birchwood Ave,'170310901004',0.204280866
On W Jarvis Ave From N Ottawa Ave To N Overhill Ave,'170310901003',0.050961331
On W Jarvis Ave From N Ottawa Ave To N Overhill Ave,'170310901004',0.049972114
On N Ottawa Ave From W Jarvis Ave To W Chase Ave,'170310901003',0.199962011
On W Jarvis Ave From N Oriole Ave To N Ottawa Ave,'170310901003',0.097983451
On S Karlov Ave From W 62nd St To W 61st St,'170316502002',0.20189692
On W 61st St From S Karlov Ave To S Komensky Ave,'170316502002',0.095525308
On W 62nd St From S Keeler Ave To S Kildare Ave,'170316502002',0.100862827
On W 62nd St From S Keeler Ave To S Kildare Ave,'170316502003',0.10089737
On W 62nd St From S Komensky Ave To S Karlov Ave,'170316502002',0.100773121
On W 61st St From S Karlov Ave To S Kedvale Ave,'170316502002',0.106750075
On W 62nd St From S Karlov Ave To S Keeler Ave,'170316502002',0.203673617
On W 62nd St From S Kildare Ave To S Kostner Ave,'170316502003',0.203665737
On W 62nd St From S Pulaski Rd To S Komensky Ave,'170316502002',0.09501017
On W 53rd St From S Hamlin Ave To S Millard Ave,'170316201002',0.302712658
On W 53rd St From S Springfield Ave To S Hamlin Ave,'170316201002',0.203056903
On W 53rd St From S Pulaski Rd To S Springfield Ave,'170316201001',0.095508779
On W 53rd St From S Pulaski Rd To S Springfield Ave,'170316201002',0.099197958
On N Mobile Ave From W Bloomingdale Ave To W Cortland St,'170312504005',0.203930814
On W Cortland St From N Mobile Ave To N Mulligan Ave,'170312504005',0.110794599
On N Mobile Ave From W Bloomingdale Ave To W Wabansia Ave,'170312504005',0.217615653
On W Wabansia Ave From N Mobile Ave To N Narragansett Ave,'170312504005',0.135747568
On W 60th St From S Mobile Ave To S Merrimac Ave,'170316403003',0.093050231
On W 60th St From S Mobile Ave To S Merrimac Ave,'170316403006',0.006294108
On W 60th St From S Nagle Ave To S Narragansett Ave,'170316404001',0.103578253
On W 60th St From S Nagle Ave To S Narragansett Ave,'170316403003',0.000162366
On W 60th St From S Natchez Ave To S Nagle Ave,'170316404001',0.099216231
On W 60th St From S Normandy Ave To S Natoma Ave,'170316404002',0.102309417
On W 60th St From S Mulligan Ave To S Mobile Ave,'170316403003',0.108266666
On W 60th St From S Narragansett Ave To S Mulligan Ave,'170316403003',0.102282854
On W 60th St From S Natoma Ave To S Nashville Ave,'170316404002',0.099639763
On W 60th St From S Rutherford Ave To S Normandy Ave,'170316404002',0.099240279
6534-6600 W 60th St,'170316404001',0.157023676
6534-6600 W 60th St,'170316404002',0.063408168
On S Aberdeen St From W 105th St To W 104th Pl,'170317307002',0.097331959
On W 105th St From S Morgan St To S Sangamon St,'170317307002',0.099548523
On W 105th St From S Morgan St To S Sangamon St,'170317307001',0.000907581
On W 105th St From S Green St To S Halsted St,'170317307001',0.095743378
On W 105th St From S Sangamon St To S Green St,'170317307001',0.200174906
On W 100th St From S Normal Ave To S Emerald Ave,'170317305004',0.26374203
On W 100th St From S Normal Ave To S Emerald Ave,'170317305003',0.139306024
On W 100th St From S Normal Ave To S Emerald Ave,'170317305002',0.100615585
On W 101st St From S Morgan St To S Green St,'170317306003',0.30012274
On S Calumet Ave From E 87th St To E 89th St,'170314406001',0.40539794
On S Eberhart Ave From E 87th St To E 89th St,'170314407002',0.406158899
On S Eberhart Ave From E 87th St To E 89th St,'170314402023',0.000327527
On S Eberhart Ave From E 87th St To E 89th St,'170314409003',0.000524679
On E 102nd Pl From S State St To S Michigan Ave,'170314907002',0.001144414
On E 102nd Pl From S State St To S Michigan Ave,'170314908005',0.287537752
On W 102nd St From S Perry Ave To S La Salle St,'170314907002',0.099780155
On W 99th St From S La Salle St To S State St,'170314907001',0.304319433
On W 99th St From S La Salle St To S State St,'170314906001',0.006664524
On W 99th St From S La Salle St To S State St,'170314908003',0.003231273
On S Perry Ave From W 101st St To W 102nd St,'170314907002',0.203620742
On W 102nd St From S Perry Ave To S Lafayette Ave,'170314907002',0.0972709
On W 99th St From S Wentworth Ave To S La Salle St,'170314906001',0.041126924
On W 99th St From S Wentworth Ave To S La Salle St,'170314907001',0.066249489
On N Keeler Ave From W Augusta Blvd To W Walton St,'170318421006',0.002572989
On N Keeler Ave From W Augusta Blvd To W Walton St,'170318421003',0.101765509
On W Augusta Blvd From N Karlov Ave To N Keeler Ave,'170318421006',0.204400402
On N Keeler Ave From W Thomas St To W Walton St,'170318421003',0.101765564
On N Keeler Ave From W Thomas St To W Walton St,'170318421006',0.203204694
On N Keeler Ave From W Thomas St To W Walton St,'170318421004',0.005161837
On W Augusta Blvd From N Pulaski Rd To N Karlov Ave,'170318421006',0.203671959
On S Western Ave From W 116th St To W 118th St,'170317505002',0.212170078
On S Western Ave From W 116th St To W 118th St,'170317504002',0.207038358
On W 116th St From S Campbell Ave To S Maplewood Ave,'170317504002',0.100673996
On W 116th St From S Campbell Ave To S Maplewood Ave,'170317504003',0.001722765
On W 118th St From S Artesian Ave To S Maplewood Ave,'170317504002',0.202296325
On W 118th St From S Artesian Ave To S Maplewood Ave,'170317504003',0.000868109
On W 116th St From S Artesian Ave To S Campbell Ave,'170317504002',0.10192275
On W 116th St From S Western Ave To S Artesian Ave,'170317504002',0.096682627
On W 118th St From S Western Ave To S Artesian Ave,'170317504002',0.096757804
On E 96th St From S Luella Ave To S Brennan Ave,'170315103001',0.083664908
On E 97th St From S Crandon Ave To S Luella Ave,'170315103001',0.180392978
On E 97th St From S Crandon Ave To S Luella Ave,'170315103004',0.000926553
On E 98th St From S Oglesby Ave To S Crandon Ave,'170315103001',0.078336259
On S Oglesby Ave From E 98th St To E 99th St,'170315103001',0.085392047
On S Oglesby Ave From E 98th St To E 99th St,'170315103004',0.001552905
On E 96th St From S Luella Ave To S Merrion Ave,'170315103001',0.083482826
On E 96th St From S Luella Ave To S Merrion Ave,'170315103002',0.000858839
On E 97th St From S Oglesby Ave To S Crandon Ave,'170315103001',0.07119676
On S Luella Ave From E 97th St To E 96th St,'170315103004',0.001659485
On S Luella Ave From E 97th St To E 96th St,'170315103001',0.32097932
On N Kimball Ave From W Peterson Ave To W Granville Ave,'170311301003',0.382931935
On W Granville Ave From N Ridgeway Ave To N Monticello Ave,'170311301001',0.205053196
On N Lawndale Ave From W Peterson Ave To W Granville Ave,'170311301002',0.381887554
On W Peterson Ave From N North Shore Channel To N Kedvale Ave,'170311302001',0.319090738
On W Peterson Ave From N North Shore Channel To N Kedvale Ave,'170310207024',0.00046599
On W Peterson Ave From N North Shore Channel To N Kedvale Ave,'170311303003',0.164507528
On W Peterson Ave From N North Shore Channel To N Kedvale Ave,'170311301003',0.435330617
On W Peterson Ave From N North Shore Channel To N Kedvale Ave,'170311301002',0.80820819
On W Peterson Ave From N North Shore Channel To N Kedvale Ave,'170311303002',0.201606204
On S Leavitt St From W 101st St To W 102nd St,'170317203003',0.204178418
On W 101st St From S Hoyne Ave To S Bell Ave,'170317203003',0.300714327
On W 101st St From S Damen Ave To S Hoyne Ave,'170317203001',0.19987613
On W 101st St From S Damen Ave To S Hoyne Ave,'170317203003',0.000244743
On E 75th St From S Langley Ave To S Cottage Grove Ave,'170316914001',0.203381855
On S Evans Ave From E 74th St To E 75th St,'170316909002',0.200880401
On S Evans Ave From E 74th St To E 75th St,'170316914001',0.001868977
On E 75th St From S Rhodes Ave To S Champlain Ave,'170316914004',0.202193145
On E 96th St From S Avalon Ave To S Woodlawn Ave,'170315001001',0.103424997
On S Avalon Ave From E 97th St To E 96th St,'170315001002',0.013483328
On S Avalon Ave From E 97th St To E 96th St,'170315001001',0.175605446
On E 97th St From S Dobson Ave To S Avalon Ave,'170315001001',0.401927246
On S Woodlawn Ave From E 97th St To E 96th St,'170315001001',0.167975968
On E 92nd St From S Anthony Ave To S Essex Ave,'170314805003',0.372824274
On E 92nd St From S Anthony Ave To S Essex Ave,'170314805001',0.204455913
On E 92nd St From S Saginaw Ave To S Colfax Ave,'170314805003',0.112888706
On E 92nd St From S Saginaw Ave To S Colfax Ave,'170314805001',0.001005057
On E 95th Pl From S Calhoun Ave To S Oglesby Ave,'170315102001',0.183042414
On E 95th Pl From S Calhoun Ave To S Oglesby Ave,'170315102002',0.019448384
On E 95th Pl From S Calhoun Ave To S Oglesby Ave,'170315103001',0.105734372
2400-2500 E 95th St,'170315102001',0.253490306
2400-2500 E 95th St,'170314805002',0.312419005
On E 80th St From S Jeffery Blvd To S Chappel Ave,'170314605007',0.102463539
On E 82nd St From S Chappel Ave To S Euclid Ave,'170314605005',0.200404727
On S Jeffery Blvd From E 79th St To E 80th St,'170314312001',0.0002128
On S Jeffery Blvd From E 79th St To E 80th St,'170314605007',0.201611801
On E 80th St From S Jeffery Blvd To S Euclid Ave,'170314605007',0.099644946
On E 82nd St From S Euclid Ave To S South Chicago Ave,'170314605005',0.080734812
On S Merrill Ave From E 81st St To E 82nd St,'170314605005',0.200043722
On S Merrill Ave From E 81st St To E 82nd St,'170314605004',0.00079326
On E 110th St From S Avenue L To S State Line Rd,'170315205001',0.300487432
On E 110th St From S Avenue L To S State Line Rd,'170315206001',0.001539158
On E 110th St From S Avenue L To S State Line Rd,'170315203004',0.096685854
On E 110th St From S Avenue L To S State Line Rd,'170315205002',0.584368414
On S Avenue L From E 107th St To E 109th St,'170315203002',0.000877682
On S Avenue L From E 107th St To E 109th St,'170315203003',0.403753085
On S Avenue L From E 107th St To E 109th St,'170315203004',0.000111196
On E 110th St From S Avenue O To S Avenue B,'170315205001',0.300485098
On E 110th St From S Avenue O To S Avenue B,'170315206001',0.356282898
On E 110th St From S Avenue O To S Avenue B,'170315203004',0.044252955
On E 110th St From S Avenue O To S Avenue B,'170315205002',0.485807691
On E 92nd Pl From S St Lawrence Ave To S Cottage Grove Ave,'170314409002',0.3938072
On S St Lawrence Ave From E 92nd Pl To E 91st Pl,'170314409002',0.201908754
On E 92nd St From S Eberhart Ave To S St Lawrence Ave,'170314409003',0.201816198
On E 92nd St From S Eberhart Ave To S St Lawrence Ave,'170314409002',0.001669115
On N Hiawatha Ave From N Forest Glen Ave To N Kilpatrick Ave,'170311203005',0.000543582
On N Hiawatha Ave From N Forest Glen Ave To N Kilpatrick Ave,'170311203006',0.303163844
On W Peterson Ave From N Kilbourn Ave To N Forest Glen Ave,'170311203005',0.074430603
On W Peterson Ave From N Kilbourn Ave To N Forest Glen Ave,'170311203004',0.064235476
On N Leoti Ave From N Spokane Ave To N Le Mai Ave,'170311202002',0.303695436
On N Leoti Ave From N Spokane Ave To N Le Mai Ave,'170311202003',0.000580658
On W Devon Ave From N Caldwell Ave To N Spokane Ave,'170311202002',0.25325749
On W Devon Ave From N Caldwell Ave To N Spokane Ave,'170311202001',0.137165756
On W Devon Ave From N Caldwell Ave To N Spokane Ave,'170311201003',0.12259532
On N Drake Ave From W Huron St To W Chicago Ave,'170312315004',0.201036131
On N Drake Ave From W Huron St To W Chicago Ave,'170312311001',0.003057819
On W Chicago Ave From N St Louis Ave To N Central Park Ave,'170312311001',0.199404709
On W Chicago Ave From N St Louis Ave To N Central Park Ave,'170312312002',0.00282542
On W Augusta Blvd From N Trumbull Ave To N Drake Ave,'170318366002',0.099440809
On W Augusta Blvd From N Trumbull Ave To N Drake Ave,'170312311001',0.101456792
On S Bishop St From W 85th St To W 86th St,'170317111002',0.202618255
On W 86th St From S Bishop St To S Justine St,'170317111002',0.100642151
On W 86th St From S Bishop St To S Justine St,'170317111003',0.102490083
On W 86th St From S Racine Ave To S Throop St,'170317111002',0.202087674
On S Racine Ave From W 85th St To W 86th St,'170317111001',0.201433394
On S Racine Ave From W 85th St To W 86th St,'170317111002',0.001098816
On W 86th St From S Bishop St To S Loomis Blvd,'170317111002',0.099767356
On N Rockwell St From N Lincoln Ave To W Rascher Ave,'170310402021',0.152519853
On N Rockwell St From N Lincoln Ave To W Rascher Ave,'170310402023',0.101116498
On S Cottage Grove Ave From E 41st St To E 43rd St,'170313801001',0.102419028
On S Cottage Grove Ave From E 41st St To E 43rd St,'170318364003',0.30720666
6858-7044 N Octavia Ave,'170310902002',0.03083735
